student_key,subject_key,assignment_name,assignment_due_date,assignment_status,grade_feedback,guardian_signature
573,3,Middle near what.,2025-01-18,done,B-,Yes
9255,3,Truth difficult.,2024-10-01,not done,B-,Yes
11474,2,East end side.,2024-12-08,not done,A,No
7871,3,Western ever hotel.,2024-10-22,not done,B,n/a
4824,3,Business hope ok.,2025-01-05,done,A+,n/a
9935,3,Piece term campaign real.,2024-12-01,done,D,No
4820,4,Traditional black.,2024-12-13,done,F,No
5269,5,Another.,2024-11-22,pending,D,Yes
4705,3,His who.,2025-01-18,done,B,n/a
10834,3,Concern ready through.,2025-01-18,done,D,No
3448,3,Protect which.,2024-12-15,pending,D,No
12047,5,Tax.,2024-12-04,done,B-,n/a
3053,4,Company from consumer when.,2024-09-20,done,C,Yes
3952,1,Realize herself.,2024-11-10,done,B,n/a
9330,1,Free probably expert.,2025-01-20,done,A+,No
1000,5,Stand night spring.,2025-01-07,done,F,Yes
2645,5,Clearly around something.,2024-10-13,done,B-,No
11857,5,Culture issue.,2024-09-23,done,C-,Yes
332,2,Firm deal remember.,2024-11-16,pending,C,Yes
12058,5,Authority town gun.,2024-10-02,pending,F,No
2722,6,Similar red budget season.,2025-01-05,done,C,n/a
13,5,Two yeah energy.,2024-10-13,not done,B-,No
2024,3,Note board view.,2025-02-26,done,A,n/a
10588,1,Price stop.,2024-12-23,done,F,No
11658,6,Data evening example seat.,2025-01-31,done,F,n/a
8022,2,Help approach usually.,2024-10-12,done,F,No
8550,3,Job move.,2024-10-13,done,A,No
1101,4,Sport partner plan.,2024-12-29,pending,C-,n/a
2151,4,Dream arrive anything.,2024-10-23,not done,F,No
11230,3,White girl include instead.,2024-10-06,done,A,No
12140,6,School against.,2025-02-08,done,D,n/a
9366,1,Democratic tough.,2024-09-10,done,C,n/a
6079,2,School drug floor Congress.,2024-10-24,not done,F,Yes
2340,2,Least material.,2025-01-03,not done,F,n/a
1130,6,Feel audience table.,2025-02-12,not done,F,No
2620,5,Whether eat.,2024-09-19,done,C-,No
487,2,Democrat no.,2024-10-11,done,C-,Yes
10142,2,Expert amount fine.,2024-10-25,done,B,No
1252,4,Specific type resource.,2024-10-22,done,B-,No
7518,3,Fine past.,2024-12-26,not done,D,No
10519,4,Produce gun.,2024-11-08,done,C-,No
9754,4,Military exist.,2024-12-17,done,B,n/a
1695,2,Record among itself various.,2025-02-03,pending,C,Yes
2304,4,Reveal.,2024-10-26,not done,F,Yes
10636,2,Child question north.,2024-09-16,done,A+,No
9225,3,Future draw why.,2025-02-03,done,A,No
11153,6,Throw determine job.,2025-02-18,pending,C,Yes
10868,6,Evidence development prepare.,2025-02-15,done,D,Yes
541,1,Structure movie sing.,2025-01-25,done,B-,No
169,2,Skill environmental add.,2024-12-03,done,D,No
446,5,Air miss.,2024-09-22,pending,A,No
4940,3,Decade two term.,2024-12-06,done,C-,Yes
2698,6,Environmental prepare fine action.,2025-02-13,done,A,n/a
36,3,Human feel up.,2025-01-13,not done,B,Yes
7687,5,Mother memory.,2025-01-05,done,D,n/a
4141,5,Color might.,2024-10-15,done,B,n/a
1779,1,Rate try PM professor.,2025-01-13,not done,A+,No
3633,6,Administration find us.,2024-10-20,not done,B-,No
10298,2,Glass test.,2024-11-04,done,D,Yes
3971,3,Way bar.,2025-02-20,not done,A+,Yes
2850,2,Work.,2025-02-04,pending,B,Yes
2904,2,Exactly yet body media.,2024-10-22,done,A+,Yes
4619,4,News discover their.,2024-12-08,done,A,Yes
3428,6,Manage around.,2024-09-17,done,B,Yes
1128,4,Article process.,2025-01-09,pending,C,Yes
925,2,Form four.,2024-09-28,done,C,n/a
10923,6,Office sit tax.,2024-09-08,done,A+,n/a
1247,2,Option task up.,2025-01-14,done,C,n/a
6833,4,Return.,2025-02-01,pending,F,No
10647,6,Officer.,2024-10-01,done,B-,No
4779,4,Machine gun research.,2024-10-29,pending,A,Yes
7981,2,Western street project.,2025-03-06,not done,C,No
9748,4,Find east.,2025-03-05,not done,C-,Yes
9482,4,Hard cause car allow.,2024-09-22,done,D,No
7841,2,Yourself pass chair.,2024-10-01,not done,C-,n/a
10334,1,Their tough.,2025-01-14,not done,B-,n/a
300,4,Myself manager tonight.,2024-10-17,pending,A+,No
4486,5,Remember throughout.,2024-12-02,done,A,Yes
1239,5,Audience girl feel.,2024-10-26,done,C,No
1139,1,Nothing manage toward.,2024-11-20,done,A,No
11556,6,Onto step.,2025-02-07,done,A,Yes
7261,3,More collection rich.,2024-09-13,done,B-,Yes
11814,3,Both couple born carry.,2024-11-26,not done,B-,Yes
7697,1,Because shake make smile.,2025-01-14,done,F,n/a
6919,4,Phone truth race who.,2025-03-03,not done,D,No
3227,5,Two eight.,2024-11-05,done,A+,n/a
10088,5,Leader manager.,2024-10-20,done,C-,Yes
10267,5,Southern network name.,2024-12-11,not done,B-,No
4553,6,Though nature.,2024-12-08,not done,F,n/a
11784,1,Thought hand pass.,2025-03-05,pending,B,Yes
8760,1,Notice international mother.,2024-10-30,not done,B,n/a
7310,1,Yes final.,2024-11-13,not done,C-,Yes
3038,3,Little.,2024-10-27,not done,B,Yes
6604,4,Successful.,2024-10-17,pending,A+,No
6686,1,Adult floor common.,2025-01-27,done,F,Yes
10622,1,Good situation.,2024-11-05,not done,F,n/a
3445,3,Similar popular its.,2025-01-12,not done,A,Yes
3596,4,Go scene.,2024-09-14,done,D,n/a
7245,1,Field successful theory.,2024-11-17,not done,B,Yes
1330,1,Though music us.,2025-02-04,done,F,No
1216,2,Believe drop activity.,2024-12-06,not done,A,n/a
10773,1,Service cost tell financial.,2025-02-24,done,B-,Yes
840,2,Key none partner.,2024-11-28,not done,F,Yes
896,3,Often dark number.,2025-02-01,pending,C,No
9320,5,Back run huge.,2025-02-08,done,B-,Yes
11205,3,Type billion morning.,2025-01-10,done,D,Yes
921,6,Image human campaign hear.,2024-11-11,pending,B-,n/a
3795,3,Play this.,2024-12-22,not done,A,Yes
3635,6,Morning camera natural.,2025-02-08,pending,F,n/a
2377,2,Sometimes religious score.,2025-02-18,not done,A+,Yes
8473,3,Hand seem PM.,2024-09-18,not done,C-,Yes
11071,1,Appear policy.,2025-02-28,not done,A,n/a
11292,4,Have near.,2024-12-30,pending,B,n/a
1928,5,Gun wear.,2024-09-16,not done,F,No
9574,2,Everything bad others.,2024-12-11,done,F,Yes
1740,1,Writer only.,2024-12-15,done,A+,Yes
2262,5,Rather address month.,2024-11-25,not done,A+,n/a
4905,1,Purpose million.,2024-11-19,pending,D,n/a
5812,1,Admit why.,2024-10-08,pending,B-,Yes
3990,3,Right arm issue.,2024-12-27,done,D,Yes
3535,6,Hit I.,2024-11-01,done,D,No
4453,6,Good ever election.,2024-09-18,not done,B-,Yes
5357,4,Wish enjoy go.,2024-09-19,not done,C-,No
2376,1,Stage or.,2024-12-13,not done,B,Yes
5446,4,If prove peace.,2024-09-20,not done,F,n/a
9631,4,Soon war.,2025-02-16,done,C,n/a
3511,1,With type.,2024-10-06,done,B,No
7027,5,House lay value.,2024-12-25,done,C-,No
6847,6,Decision produce.,2025-02-20,done,C,No
370,1,Capital method since.,2024-10-30,done,F,No
7514,1,Information everybody glass.,2024-12-27,done,B,No
12106,4,Else.,2024-09-24,done,D,n/a
6055,6,Pm specific.,2024-10-07,not done,D,Yes
11754,4,Knowledge something produce.,2024-12-20,not done,F,Yes
4771,4,Get smile analysis.,2025-02-07,not done,C,Yes
2608,6,Health view.,2024-09-26,done,F,No
2602,6,Section others just sense.,2024-12-25,done,C-,No
71,2,Practice them.,2025-01-13,done,C-,Yes
2501,2,Series body.,2025-01-03,done,F,Yes
3081,5,Down move score.,2025-02-19,done,C,n/a
7716,6,Child do.,2024-12-28,done,C-,Yes
4898,5,Conference agent.,2025-01-12,done,F,n/a
2258,5,Hold recently him.,2024-11-06,done,B-,n/a
3312,3,State military.,2024-12-15,not done,F,n/a
1252,2,Film ok woman.,2024-09-29,not done,A,Yes
9490,4,Often beat.,2025-02-09,pending,B-,Yes
5600,3,Owner read.,2025-02-13,done,A+,No
10005,5,Responsibility back save.,2024-10-02,not done,D,n/a
5527,1,Upon simple our.,2025-02-10,not done,C-,Yes
8083,3,Example home old.,2024-09-30,done,B-,No
2298,1,Tree consumer great.,2024-11-15,pending,C,Yes
2104,1,Paper us customer.,2024-11-29,not done,C,Yes
9233,2,Seven international.,2025-02-07,pending,A+,Yes
510,3,Project course name.,2024-10-11,done,C,Yes
8307,6,Lay agency.,2025-01-12,not done,C,No
4350,1,Series foreign.,2025-02-22,done,B,Yes
3026,6,Strategy.,2025-01-07,pending,F,Yes
2994,1,Discussion marriage remain.,2024-12-24,done,C-,No
4781,5,Behind he dream.,2025-01-04,not done,C,Yes
2780,5,End nothing.,2024-09-28,pending,F,n/a
9150,1,Television give big.,2025-03-06,not done,C,Yes
3068,6,Accept TV six.,2025-01-24,pending,B-,No
3549,3,Within total also course.,2024-10-15,pending,A+,Yes
11480,6,Treat bar.,2024-09-29,not done,C-,Yes
8061,4,Happen cell road.,2025-02-06,done,C,Yes
4682,2,Heavy appear how.,2024-09-13,done,C-,No
268,4,Behavior garden much.,2025-01-05,pending,C,No
884,2,Bag here.,2024-12-01,done,B,n/a
4232,2,Like travel.,2025-03-06,done,B-,n/a
10863,5,International.,2024-10-11,not done,B-,n/a
7624,4,Most heart.,2024-11-25,done,A+,Yes
5849,1,Improve soldier.,2024-11-08,not done,C,Yes
10069,3,Quickly.,2025-01-27,not done,D,No
3169,6,Floor hold here.,2025-02-20,done,A+,Yes
2302,6,Network report.,2025-03-02,not done,A+,Yes
1346,2,Where.,2024-11-26,done,D,n/a
2784,5,Suffer wait.,2025-01-25,pending,B-,Yes
7026,6,Would give entire must.,2025-01-21,not done,C,n/a
5932,6,Strategy especially listen.,2024-09-18,not done,C-,Yes
3544,4,Know indicate.,2024-12-07,not done,D,n/a
4476,3,Do finally even.,2024-09-28,not done,D,n/a
509,1,Everyone spend test.,2024-09-30,not done,B-,No
8570,3,Use south individual.,2024-11-24,pending,F,Yes
619,4,Subject stand.,2025-01-10,done,D,No
632,1,Charge stock major.,2025-01-17,done,C-,n/a
5598,3,Natural travel.,2024-12-10,pending,F,Yes
7489,6,Wind today quickly.,2024-09-18,done,A+,Yes
8815,1,Prove.,2024-11-16,not done,D,No
5245,4,Least dream behind.,2025-03-01,done,D,n/a
3114,4,Main threat.,2025-02-02,pending,C-,No
3482,2,Happen around.,2024-11-24,not done,A+,n/a
208,5,Reduce.,2025-01-31,pending,A+,Yes
11697,4,Alone president they.,2024-12-16,not done,F,No
10492,1,Visit suggest.,2024-10-12,pending,F,Yes
5278,1,He small follow.,2024-09-12,not done,D,Yes
800,4,Community huge candidate.,2025-01-13,done,D,Yes
3381,5,Consider beat fill.,2025-01-07,not done,C-,n/a
11944,5,Level poor information.,2024-10-03,done,C-,No
10157,6,Her American.,2024-10-24,done,A+,Yes
2704,6,Hit boy its.,2024-12-31,not done,B-,No
5257,5,This defense explain.,2024-10-26,not done,D,Yes
10578,4,Grow amount.,2024-12-20,pending,B,Yes
11633,4,Put director.,2025-01-31,done,D,n/a
4176,4,Side pull amount.,2024-12-11,done,A+,No
3936,2,Reflect rest.,2025-02-07,not done,F,Yes
2424,2,House audience civil.,2024-11-18,not done,B,No
4317,5,Amount body us.,2024-09-09,not done,C,n/a
6148,5,Senior student treatment.,2024-12-30,not done,D,Yes
1116,2,Generation possible.,2025-02-05,not done,D,n/a
7298,5,Along own number.,2024-10-09,done,B,Yes
8855,4,Mr last between.,2024-09-18,pending,C-,n/a
8959,2,Recognize so.,2024-11-06,done,B,No
5391,5,Democrat month play.,2024-12-10,not done,A,n/a
3887,4,Heart whether.,2024-10-19,not done,D,No
6494,1,Father seven person.,2025-02-13,pending,B,n/a
7668,5,Return increase quite.,2024-10-22,pending,A,Yes
5303,3,Reflect family author.,2025-01-30,not done,F,n/a
49,3,Crime significant.,2024-12-30,not done,A+,Yes
9338,2,Space yet.,2025-03-05,not done,A+,Yes
8129,6,Key want.,2024-12-25,done,C-,Yes
4976,3,Control watch.,2024-10-27,done,C,n/a
3898,1,Across join attorney.,2025-01-31,not done,A,n/a
1183,4,Fish within fine.,2024-10-30,not done,F,No
7957,4,Religious protect sound.,2024-09-12,done,A+,n/a
4182,1,Likely car.,2024-10-05,not done,F,Yes
5985,4,Region sister.,2025-02-21,not done,F,Yes
2144,4,Piece six wind.,2024-11-10,not done,C,Yes
1571,5,Particularly red.,2025-01-22,done,C-,Yes
1946,4,Too almost be protect.,2024-09-23,done,B-,n/a
3762,4,Cover technology claim.,2025-01-11,done,F,n/a
398,5,These unit quite.,2025-01-23,done,A,No
3975,1,Specific now.,2025-02-04,done,C,No
425,2,Enter perhaps.,2025-02-14,pending,A,n/a
5362,2,Set why need.,2024-11-18,done,B-,Yes
3459,2,Project.,2024-10-08,pending,B-,n/a
11452,1,Raise more whole different.,2024-11-30,done,F,n/a
3918,1,How long body customer.,2024-10-20,not done,B-,No
958,4,Nation support.,2024-12-24,done,A,No
8138,1,Loss.,2024-11-04,done,B-,No
10008,2,Board whose.,2025-01-18,not done,D,n/a
7403,6,Seat heavy very.,2024-11-11,done,D,Yes
9118,1,Person eight.,2024-12-14,done,C,n/a
9328,1,Modern book.,2024-10-03,pending,F,Yes
11490,5,Cover full anything who.,2024-12-23,done,B,Yes
2008,3,Break investment.,2024-12-31,not done,C-,n/a
3832,4,Strong tend.,2025-02-06,not done,C,No
4653,3,Fast real physical.,2024-11-15,done,B,Yes
7350,3,Office threat summer.,2025-01-10,done,B-,Yes
8691,5,Night heart machine.,2024-12-23,pending,A+,n/a
11830,5,Opportunity budget.,2025-02-03,done,B-,No
6891,3,Ahead especially amount.,2025-03-07,done,F,Yes
3904,1,Out fire.,2024-09-28,done,B,No
10153,6,Owner magazine economy drug.,2024-11-07,not done,D,n/a
11382,5,Hair win gun.,2024-09-10,pending,C-,Yes
707,2,Professional program.,2024-11-10,done,D,n/a
1978,6,Authority we step.,2025-01-23,done,C-,No
8781,2,Federal billion big.,2024-12-25,done,B-,No
7844,4,Economy collection central.,2025-01-03,not done,D,Yes
64,4,President mouth least.,2025-02-25,pending,C-,n/a
10762,4,Sea tree else.,2025-01-17,not done,B,Yes
12047,4,Three available contain.,2025-01-01,pending,C,No
11510,1,Keep arm house.,2024-11-29,done,A+,No
7854,2,Represent might hair key.,2024-10-20,pending,A,No
1395,1,Watch boy.,2024-12-13,done,F,Yes
3333,6,Even force else.,2025-02-28,done,C,No
905,5,Open much money.,2024-11-18,not done,B-,Yes
11205,3,Similar put role.,2024-11-25,pending,C,Yes
2034,2,Clear stand.,2024-12-04,not done,A,Yes
8670,4,Foot blue.,2024-11-11,done,C,No
5746,3,Teacher garden including.,2025-02-09,done,D,No
5285,4,Commercial employee.,2024-09-09,done,B-,n/a
2095,4,Safe middle major.,2025-01-26,done,C-,n/a
3679,6,Not although paper.,2024-10-03,done,A+,No
3372,5,Old activity.,2024-12-14,not done,A,n/a
6059,6,A vote member difficult.,2024-11-03,done,A+,n/a
1783,4,Well among.,2024-10-23,done,D,No
744,5,Along catch trouble.,2025-01-08,done,B-,No
7419,4,Age water interest.,2025-01-17,not done,A,Yes
7007,3,Dog one sure.,2025-02-06,done,D,n/a
10335,6,Positive two world.,2024-09-27,done,D,Yes
8938,6,Ask bring.,2025-01-11,done,C,Yes
7649,2,Involve agent.,2024-09-13,done,A+,n/a
7781,2,Point series threat.,2024-11-06,not done,C,Yes
6567,5,Economy successful.,2025-01-16,not done,A,No
252,6,Purpose where.,2024-11-30,done,B-,Yes
4523,3,They miss often.,2025-02-23,done,C-,Yes
4163,5,Be first development.,2025-02-23,not done,F,No
1215,1,Skill.,2025-01-06,done,C-,Yes
6327,1,Reason vote.,2024-10-07,not done,D,Yes
10839,6,Wear open along.,2024-10-12,done,B,No
11478,4,Everybody company.,2024-12-29,not done,B-,Yes
3560,4,About view.,2024-10-12,pending,A,No
4108,4,Effect education.,2024-09-17,not done,A,n/a
8562,1,Actually still enough.,2025-02-21,pending,F,n/a
238,6,Score other produce.,2024-11-19,not done,D,n/a
11727,3,Challenge office.,2025-01-26,not done,A+,n/a
9145,4,Reason.,2024-09-14,done,F,No
3352,2,Few especially.,2024-10-21,pending,D,n/a
8348,6,Strong movie.,2024-09-11,done,A+,Yes
11156,1,Law physical great series.,2024-12-30,done,C,Yes
4805,2,Executive set left.,2025-01-08,pending,A+,No
1760,3,Late few quality.,2024-10-30,done,C,No
3201,3,Music find factor possible.,2024-12-18,pending,C,Yes
4609,5,Marriage grow.,2024-09-26,not done,B,No
11272,3,Knowledge improve.,2025-02-03,pending,A+,n/a
6470,1,Red different one.,2024-11-30,pending,B-,Yes
1968,4,Daughter argue less.,2025-01-14,not done,F,Yes
11007,5,Also letter pressure.,2024-10-09,done,C-,n/a
11951,6,Approach position.,2025-01-20,pending,D,Yes
4692,3,First between himself.,2024-12-10,done,A,n/a
2070,2,Choose.,2024-11-05,not done,C-,No
8421,1,Debate necessary country.,2024-11-27,done,B,No
2974,5,Away name.,2024-10-14,done,A+,No
6939,4,Way reveal more street.,2025-01-17,pending,A+,n/a
1234,2,Fund remain.,2025-01-26,pending,C,Yes
3961,2,Cover respond.,2024-11-24,done,C,No
9901,2,Degree despite late.,2024-09-27,not done,B,n/a
4391,5,Herself name drive.,2024-12-11,done,B,No
1350,5,Course.,2024-11-29,done,C,Yes
12151,5,Be detail quite.,2025-01-18,not done,D,n/a
722,4,Professor charge.,2024-09-13,done,B-,Yes
3452,3,Fall form.,2024-12-13,not done,C,No
10204,3,Business strong.,2024-12-26,done,A+,No
735,5,Large beat.,2025-02-03,done,F,No
2951,5,Throw capital.,2024-10-12,pending,B-,n/a
10356,2,Involve benefit yard.,2024-10-03,done,C-,Yes
1111,2,Upon vote fish.,2024-11-09,done,B-,Yes
11873,5,Hope method.,2024-12-06,not done,D,Yes
596,1,Wife friend.,2025-01-17,not done,A,No
2532,3,Reflect general soon.,2025-01-26,pending,F,Yes
3931,6,He lawyer whole lot.,2024-10-04,not done,C,Yes
2254,2,Administration new.,2024-11-05,not done,C-,n/a
6427,3,Class reveal.,2024-11-25,pending,C,No
8222,5,Man anything.,2024-10-13,pending,A,Yes
972,6,Air especially.,2025-02-07,done,B-,Yes
2335,2,Middle establish life.,2025-02-24,pending,D,n/a
5769,2,Meet health appear.,2025-02-08,done,F,Yes
291,6,Son difference away.,2025-02-19,not done,A+,n/a
4684,6,Yes do.,2025-02-23,done,D,Yes
4720,3,Color herself.,2024-10-07,done,A,No
8504,2,Remember defense.,2024-09-23,not done,C-,Yes
3445,2,Shake nothing of.,2025-01-19,done,D,No
8438,6,There human break idea.,2025-01-08,not done,F,No
6803,4,Guess have couple.,2025-02-27,done,A+,No
2745,2,Professor suffer task.,2025-01-05,not done,B-,Yes
5368,4,Person lose technology.,2024-11-26,done,B-,No
12037,2,Goal star night strategy.,2024-11-26,pending,C,n/a
2978,5,Poor development finally.,2024-10-04,not done,C-,No
4055,3,Recognize arrive.,2025-03-02,done,A+,Yes
4638,4,Similar generation medical.,2025-01-29,done,F,n/a
9202,5,No main.,2024-11-03,done,B,Yes
4023,3,Beyond rather.,2025-02-20,done,A+,No
711,1,Fund theory.,2024-11-30,not done,F,Yes
3493,2,Purpose.,2024-09-22,not done,C-,Yes
3317,1,Send cause.,2024-10-13,not done,A,No
11968,6,Ever picture appear.,2025-01-22,pending,F,No
2559,6,Use north.,2024-09-22,not done,A+,Yes
8277,2,Traditional customer.,2024-10-24,done,C-,No
10587,5,Language.,2025-01-09,pending,B,n/a
10126,5,Garden difficult difficult.,2024-12-20,done,C-,No
3658,6,Go could.,2024-09-12,pending,F,No
6944,2,Cold listen.,2024-09-20,done,F,No
8955,6,Mission picture black.,2025-02-16,not done,C-,Yes
2785,6,Hospital activity member.,2024-10-11,done,B-,Yes
2347,4,Drug former.,2025-01-12,not done,B,No
4905,5,Care stock.,2025-03-02,not done,A+,Yes
10267,6,Get she.,2024-12-09,pending,C,n/a
9505,6,Meet child thing.,2025-02-12,done,D,n/a
6008,3,Up close choose.,2024-10-12,done,C,n/a
12078,6,Their difference expect drop.,2024-11-11,done,F,n/a
97,6,Suggest own other.,2024-10-16,done,D,n/a
6406,6,College very blue.,2025-01-19,done,B,n/a
9829,5,Budget art.,2024-10-30,done,D,No
4845,4,Cold different recognize while.,2025-01-29,done,C-,No
11629,3,Huge suffer remember.,2025-02-01,not done,D,Yes
3896,3,Wrong four today.,2025-03-03,not done,B,n/a
4735,1,Two air.,2024-10-31,not done,C-,No
4239,3,Reach.,2025-02-28,done,C-,No
11554,2,Chair like.,2024-11-25,done,D,No
8281,1,Fall threat.,2024-10-31,not done,A,n/a
6911,3,Month whom stay.,2025-03-02,done,A,No
8137,1,Office single movement.,2025-03-07,done,B-,No
7567,6,Despite single.,2025-01-25,not done,B,Yes
9545,4,Loss increase.,2025-03-03,done,F,No
5103,2,Decide yes.,2024-11-27,done,A,No
10074,6,End special gun.,2025-03-09,done,C,n/a
10473,2,Property meeting.,2024-09-17,done,C,n/a
10871,5,Around industry.,2024-11-05,not done,B,Yes
4318,2,Human professor.,2025-02-24,done,A+,n/a
9594,5,Allow use.,2024-09-14,done,B,No
4761,1,Month.,2025-01-02,not done,F,n/a
1638,3,Require well.,2024-11-15,done,F,No
2924,3,Need school like.,2025-03-03,done,C,No
7673,6,Western structure collection.,2024-11-04,not done,A+,Yes
11216,1,Several include.,2024-12-17,done,D,No
7061,3,Realize cultural.,2024-10-24,done,B,n/a
3630,6,Kid oil word.,2025-01-10,done,A+,n/a
3077,6,Economy role.,2024-10-07,pending,A+,No
9266,5,Old wear throughout.,2024-11-02,not done,D,n/a
9926,4,Student other.,2024-11-29,done,C-,No
7930,4,Whole too.,2024-11-27,not done,A+,Yes
9683,5,Prepare teacher near.,2024-10-24,done,C-,n/a
648,2,Become test crime.,2025-01-12,not done,C,Yes
1466,5,Check positive trouble.,2025-02-26,pending,B,Yes
714,5,Animal officer physical.,2024-11-26,done,A+,n/a
7691,5,Cultural him protect.,2025-02-09,done,B,Yes
969,3,Research realize government.,2025-02-05,done,C,No
6560,4,Appear respond.,2024-11-05,done,D,Yes
8406,2,Defense rise wind.,2025-01-02,not done,C,No
4223,3,Security process.,2024-09-21,done,D,No
4231,5,Partner across now.,2025-01-12,not done,D,n/a
2798,6,Fire however guess bar.,2024-09-15,pending,F,No
8161,5,Step hit husband.,2025-01-18,done,B,No
212,1,Difference receive.,2025-01-30,done,C-,n/a
129,2,American own instead.,2024-09-26,done,C,Yes
9950,3,Music visit.,2025-02-04,not done,A+,Yes
2115,5,Enter television north.,2024-09-14,done,C-,n/a
11633,4,Could analysis painting.,2025-01-04,done,B-,Yes
11870,1,How.,2025-02-04,done,B,Yes
1866,3,Forward rule.,2024-11-01,not done,A+,Yes
4354,5,Subject science.,2024-12-30,not done,A+,n/a
4561,6,Next both.,2024-09-09,pending,A,No
764,4,Power because.,2024-10-08,not done,C-,No
10096,6,Should else already.,2025-03-07,not done,B-,Yes
4509,1,Design piece customer.,2025-01-08,pending,A,n/a
7266,5,Which media.,2025-03-07,not done,A+,n/a
967,5,Society know interest.,2025-01-14,pending,A+,No
8026,3,Song under.,2024-10-06,done,C-,Yes
6087,6,Sound friend bed.,2024-12-26,pending,F,Yes
6211,4,Least bad.,2024-11-11,not done,F,No
9501,4,Pull better.,2025-02-04,not done,D,Yes
3557,2,Particularly rest.,2024-12-08,done,B,n/a
27,2,Red than wait.,2024-09-13,done,C,n/a
4007,3,Pick fire on.,2024-10-06,done,F,No
1121,2,Analysis me.,2024-10-26,done,D,Yes
3240,4,Arm upon.,2024-12-09,done,C,n/a
3025,6,Economic good.,2025-01-23,done,D,n/a
10429,4,Make do.,2024-10-22,not done,C,Yes
6479,5,Watch director official.,2024-12-05,pending,A,Yes
6758,5,Stop reduce loss.,2025-01-06,pending,D,No
7936,3,New owner.,2025-03-07,done,B,Yes
1787,2,Analysis significant they.,2025-01-07,pending,D,n/a
309,2,Create pretty mother song.,2024-11-14,done,D,No
954,6,Reveal little born.,2025-02-15,done,A,No
11560,1,Skin do clearly.,2024-10-23,done,A,Yes
3176,4,Month country growth.,2024-11-08,not done,A+,Yes
10342,4,Technology join single.,2024-11-22,done,D,n/a
834,2,Serve cause more.,2025-02-14,done,B,No
9370,3,Spend class job.,2024-10-29,done,C,Yes
3754,5,Degree future like.,2024-12-11,done,C,n/a
676,1,Lawyer dog.,2024-11-01,not done,B,No
3683,5,Two truth.,2025-02-28,done,C,No
422,4,House memory moment.,2025-01-22,done,F,Yes
9816,6,Author fish.,2024-12-18,done,F,No
8826,5,Expert grow.,2024-09-27,done,D,Yes
7988,5,Raise.,2024-11-16,not done,C-,n/a
163,3,Past same.,2024-10-16,done,C-,Yes
9892,5,Close wonder avoid.,2025-02-06,pending,B-,No
2670,6,Investment hour say.,2025-01-31,not done,B-,Yes
6191,6,Assume modern we.,2024-10-03,done,B,No
11930,4,President whether feel bank.,2024-09-29,pending,C-,n/a
4537,3,About such food land.,2024-10-04,done,C,Yes
7902,2,Past share pull.,2025-03-01,not done,A,No
4930,4,Me sound.,2025-03-02,done,A+,No
3632,5,Key whom.,2024-12-23,done,C-,Yes
3058,3,International know forget.,2025-01-21,not done,C-,Yes
1786,6,Production lose.,2024-09-24,done,A,Yes
6125,6,Cost race.,2024-12-25,done,F,No
6574,1,Decade.,2025-03-09,done,B,n/a
11602,4,Role miss.,2024-11-14,done,A,No
1459,3,Future catch service.,2024-12-11,done,B-,Yes
3891,4,Relate rise develop.,2024-11-13,done,C,n/a
4847,1,Thing draw.,2025-01-27,not done,A,n/a
196,1,Crime network.,2024-09-10,pending,C-,n/a
10377,2,Price happy writer.,2025-02-08,done,C,n/a
4399,6,Design cut physical.,2024-10-26,pending,D,No
5616,2,West game first.,2025-01-09,not done,C,No
3047,2,Increase hot.,2025-02-10,done,B-,Yes
6121,6,Institution remain authority outside.,2025-02-28,done,A,Yes
11892,1,Stay billion.,2024-12-17,not done,C-,Yes
11843,2,Production suggest phone choice.,2024-09-22,not done,A+,n/a
10773,3,Say dog.,2025-03-04,done,B,No
6894,2,This positive north.,2024-10-15,done,C,n/a
4454,4,Food condition.,2024-09-19,not done,A+,n/a
851,1,On account our.,2025-02-02,done,F,Yes
11220,2,Bag pretty.,2025-01-14,not done,B,No
6899,1,I recently case.,2024-09-11,not done,A,No
2492,3,Citizen writer since.,2025-03-01,done,B,n/a
7658,1,Specific message.,2025-02-05,done,A,Yes
3769,4,Every.,2024-11-16,done,B-,n/a
5529,1,Choice always send.,2025-02-17,done,B-,n/a
6497,1,Well building society.,2025-02-03,done,B-,n/a
1875,4,Own rate.,2025-01-23,done,F,No
4419,3,There address.,2025-02-14,done,D,Yes
9323,2,Throughout boy.,2025-02-24,done,A,n/a
7857,3,Free better son.,2024-10-15,done,B,No
1853,6,Start score.,2024-11-19,done,F,No
7469,2,Remember itself.,2024-11-14,done,B,Yes
7824,6,Fear.,2024-12-21,done,C-,n/a
8395,1,Protect series.,2024-12-17,not done,C,n/a
1625,4,Through compare.,2024-10-13,done,A,No
1999,4,Risk.,2025-03-02,done,C-,No
10806,4,Several project.,2024-10-03,done,A+,No
1860,5,Throughout might world.,2024-12-15,done,B-,No
1032,1,Summer maintain.,2025-02-25,done,A+,n/a
11685,3,There.,2024-10-29,not done,A+,Yes
10795,6,Question with entire.,2024-11-22,done,B,Yes
3734,2,Must throw.,2024-09-17,not done,B,No
6693,5,Figure high practice.,2025-02-06,done,C,No
6504,1,Event.,2024-11-29,done,C-,No
8642,6,Project.,2025-02-22,done,B-,n/a
1261,1,Beautiful short.,2025-01-31,not done,B-,Yes
6480,2,Great skill effect.,2024-11-07,done,B,No
2812,2,May budget.,2024-11-09,not done,B,Yes
