Student_ID,Subject,Assignment_Name,Due_Date,Status,Grade_Feedback,Guardian_Signature
S00959,Math,Step short must.,11/19/2024,done,A, 
S00536,Geography,Nation stock.,10/9/2024,PENDING,B-,No
S05204,Geography,Social save.,12/5/2024, Done ,C-,No
S04588,Science,Only.,12/1/2024,Not Done,B, 
S02422,Geography,Outside difference decide.,11/5/2024,DONE,A, 
S10382,Science,Age some deep natural.,12/9/2024,Done,C-, 
S11120,Geography,Focus appear.,11/26/2024,done,F,Yes
S07408,History,Both this.,9/25/2024,not done,B, 
S11742,Arabic,Remember attack make PM.,11/26/2024, Done ,D, 
S04808,Math,Analysis fight.,12/30/2024, Done ,C, 
S11842,Arabic,Kid better strategy house.,2/15/2025,not done,B, 
S00675,Science,Sport others.,9/29/2024,done,B-,No
S01263,Geography,Story question.,11/8/2024,notdone,C,No
S11852,English,Until process series.,10/15/2024,Done,B-,Yes
S11090,Math,Forget fund.,10/29/2024,not done,A,No
S05276,Geography,Poor skin card.,2/15/2025, Done ,B-,No
S02417,Math,Experience still.,3/3/2025,NOT DONE,C-,Yes
S05758,Science,Run.,9/8/2024,Done,C,No
S04163,Science,Miss effort hundred.,3/8/2025, Done ,D,Yes
S07822,History,Instead body.,2/28/2025,pending,A,Yes
S10042,Geography,Anyone record.,2/5/2025,DONE,B-,Yes
S00562,History,Rise front.,3/5/2025,done,B-, 
S06973,Geography,Almost any attack.,12/14/2024,Done ,D,No
S04537,Geography,Still western.,2/17/2025,Done,B,No
S08717,History,Protect anything most.,9/9/2024,notdone,A+,No
S02171,Geography,Ten.,10/6/2024,notdone,A+,Yes
S01693,Science,Remain surface street.,11/1/2024, Done ,B,Yes
S06362,Math,Likely hold.,10/21/2024,Done,F,Yes
S06518,History,East the value.,11/13/2024,done,A+, 
S06061,Geography,Anyone recent.,12/21/2024,Done,A,Yes
S03845,History,Book return.,12/4/2024, pending ,C-, 
S06123,Arabic,Once both spring.,12/1/2024,Pend,A+, 
S01206,Arabic,Recently bank production.,10/1/2024,Done,B, 
S04816,Math,Owner learn reason.,2/14/2025,notdone,D,No
S10747,History,Next feel control.,10/16/2024,Pending,C-,No
S00362,Arabic,Poor be lead number.,10/4/2024,NOT DONE,B,No
S02989,History,Few work watch.,11/12/2024, not done ,B,No
S05654,Science,Sit.,2/10/2025, pending ,C-,No
S03330,Math,Drug share.,10/30/2024,pending,A+,Yes
S03392,Science,Concern particular.,10/17/2024, Done ,A+, 
S07452,English,Could other the.,3/1/2025,done,A+,No
S02799,History,Model seem defense.,10/29/2024,not done,C,No
S06987,History,Or price admit.,11/6/2024,not done,C-,No
S08894,Geography,Western end suddenly.,1/9/2025, Done ,B-, 
S03101,Science,Process policy little.,2/25/2025,not done,F,Yes
S10937,History,Dog outside paper.,1/18/2025,done,A, 
S08892,History,Probably against office.,12/4/2024,Not Done,B, 
S11065,Arabic,Remember born popular political.,9/18/2024,NOT DONE,C, 
S11958,English,Person.,2/25/2025,DONE,C-, 
S11545,Arabic,Person guy near explain.,1/3/2025,Done,F,No
S03883,Geography,World beyond.,12/19/2024,NOT DONE,D,Yes
S08514,English,Picture else.,2/24/2025,Done,D,No
S08968,Math,Little.,2/17/2025,NOT DONE,F,No
S00484,History,As area we one.,12/6/2024, Done ,B-, 
S02506,English,Decision trial high.,3/7/2025, Done ,C-, 
S07978,History,Scene life.,12/11/2024,pending,C,No
S07289,Arabic,We keep list.,2/23/2025, not done ,C-, 
S06838,Math,Under lead.,1/13/2025,notdone,C,No
S07828,Math,Close explain member.,2/19/2025, Done ,A, 
S07192,Geography,City.,3/2/2025,Pending,A, 
S03100,History,Live address grow.,11/9/2024,done,C,Yes
S06844,Math,Newspaper simply.,2/20/2025,Done ,B-,Yes
S11008,English,Door thus.,1/26/2025,notdone,D, 
S05519,English,Run those.,11/10/2024,done,B, 
S07243,Geography,Job fact concern.,1/26/2025, Done ,B-,No
S11326,History,Mrs option.,10/13/2024,notdone,A+,No
S04630,Geography,Season thus six good.,12/20/2024,done,D, 
S05861,Arabic,Not nothing feel.,10/29/2024,DONE,B-, 
S11870,English,Happy focus leave.,11/21/2024,notdone,A,Yes
S08801,English,School lead sense.,10/25/2024,DONE,B-,Yes
S00909,History,Major ball probably.,10/26/2024,Not Done,A, 
S08737,English,Condition west event.,2/17/2025, Done ,A+,Yes
S00970,English,Remember when attention.,11/3/2024,PENDING,B, 
S08116,History,Per white.,12/26/2024, Done ,A+,No
S08833,History,During about beyond enter.,3/9/2025,DONE,B-,No
S09636,Arabic,Green exist.,2/22/2025,Done,D,No
S08846,Geography,Democratic hand.,1/7/2025,DONE,F, 
S09995,Science,Usually anything similar.,3/3/2025, Done ,B,No
S10879,Geography,Skin son.,9/18/2024,NOT DONE,A+, 
S10655,Arabic,Region design whose.,2/24/2025, Done ,B,Yes
S08082,History,Different you.,9/15/2024,done,D, 
S10993,Math,Think upon.,9/23/2024,notdone,D,No
S09366,Geography,Administration fast.,9/20/2024,Pend,A+, 
S10162,Arabic,Miss once interview.,9/17/2024,notdone,C-,No
S07159,Geography,Manager article reflect.,11/25/2024,pending,A,Yes
S07860,Math,Unit find.,11/20/2024,DONE,C-,Yes
S11211,History,Forget view.,10/28/2024,not done,B-,Yes
S06705,Science,Politics next forget.,12/31/2024,Done,B, 
S12097,Math,Single past.,1/3/2025,DONE,A+,Yes
S07502,Science,Family situation court.,9/23/2024, pending ,C, 
S10608,History,Budget officer.,10/6/2024,DONE,A+,No
S11045,History,Little international in.,1/3/2025,DONE,C-,Yes
S05394,History,Suffer national.,1/22/2025,Done ,C,Yes
S07970,Science,Rather condition.,11/28/2024,Done,A,Yes
S05277,History,Property smile responsibility.,9/29/2024, pending ,A+,No
S07888,Math,Mouth.,11/12/2024,Pend,B-,Yes
S03244,Math,Notice far game set.,1/1/2025,Done,C-, 
S03285,Science,Effort relationship war.,11/22/2024,NOT DONE,C-,No
S11709,Math,Young or involve.,10/25/2024,NOT DONE,B, 
S02850,Math,Base democratic central.,2/6/2025,DONE,A+, 
S10393,English,Student actually.,12/10/2024,Done,C,No
S11531,History,Evidence environmental however.,9/17/2024, Done ,A,No
S01776,Arabic,Several stay.,10/22/2024, Done ,B, 
S08006,Arabic,Tell national.,2/19/2025,PENDING,B-, 
S12143,Math,Account cell.,1/4/2025,Done,C,No
S00778,Arabic,Ask bring.,10/30/2024,Done ,A,Yes
S09965,History,Nor southern interesting.,12/11/2024,NOT DONE,F,Yes
S08821,Arabic,Speak should maintain.,3/2/2025,DONE,B-, 
S00560,English,Top degree.,11/3/2024, not done ,B,No
S03549,English,Save.,1/1/2025,Pending,B,No
S04346,Math,Certainly particularly live.,1/7/2025,done,C,No
S08071,History,Page whole.,1/14/2025,NOT DONE,C,Yes
S07712,Math,And spring.,9/8/2024,notdone,B,No
S04298,English,Staff spring property bank.,1/1/2025,NOT DONE,A, 
S02886,Math,General arrive.,10/29/2024,Not Done,C-,No
S08088,Math,Agree full painting.,1/31/2025,notdone,C,Yes
S11374,Science,Mission ground community plan.,12/16/2024,not done,D,Yes
S07617,History,Could site life.,9/13/2024,pending,C,No
S05449,English,Wall family dinner.,12/29/2024,Done ,C,No
S01426,Science,Wind although author.,11/19/2024,DONE,C-, 
S04025,Arabic,Sign so matter.,12/6/2024, not done ,D, 
S00483,History,Three claim at.,12/13/2024, Done ,D,No
S08813,Math,Process write.,12/9/2024,Done ,B, 
S06242,History,Republican deal cause.,11/28/2024,pending,A,Yes
S03212,Geography,Herself daughter medical.,1/7/2025,Done ,D, 
S08190,Math,Traditional share.,9/11/2024,Not Done,F,No
S03096,Math,Million and.,12/23/2024, not done ,B,Yes
S11017,Math,Series concern.,2/23/2025,Done ,F,No
S07761,Arabic,Example check air.,11/17/2024, not done ,B,Yes
S06384,History,Marriage point fund.,9/26/2024,Done,A+,Yes
S10415,Geography,Throw purpose.,10/17/2024, pending ,F,No
S03690,Math,Eye best force.,11/11/2024,Done ,B-, 
S11195,English,Spring present reveal.,10/29/2024, Done ,C, 
S00520,Science,Stop light that single.,1/26/2025, not done ,B-, 
S09655,Geography,Stage gas.,11/7/2024,PENDING,D,Yes
S08331,Science,Anything.,12/31/2024,Done,A+,No
S08421,Geography,Shoulder reason one evidence.,2/18/2025, Done ,B-,No
S08372,History,On generation.,11/26/2024,Done ,B-,No
S06091,English,Sing understand lose.,11/1/2024,Done ,C-,Yes
S05064,Science,Necessary attack news.,12/30/2024,Done ,A+, 
S11804,History,Yard answer.,11/24/2024,not done,B-,No
S00963,English,Both word phone.,11/29/2024,Done,B-, 
S06358,Math,Become sit several cut.,11/10/2024,DONE,C-, 
S11030,Geography,In word.,2/23/2025,notdone,C,Yes
S05980,History,Visit wind small.,12/21/2024,done,D,No
S01503,Geography,Fall medical.,1/17/2025,notdone,D,No
S09404,English,Current crime.,12/21/2024,not done,B-,Yes
S06437,Geography,Crime.,11/8/2024,NOT DONE,C, 
S03317,English,Commercial.,3/2/2025,Done,A+,Yes
S03892,Science,Response woman expert.,2/15/2025,DONE,B,Yes
S05583,English,Dinner sell themselves.,1/31/2025,Not Done,B, 
S05257,Math,Really director.,2/20/2025,Done,A,No
S00522,History,Above apply.,3/1/2025,pending,A, 
S09532,Arabic,Bank according.,10/15/2024,done,F,Yes
S05143,History,Plan outside.,11/29/2024, not done ,A, 
S05349,Math,Lawyer enough indicate.,2/3/2025, Done ,A, 
S01232,Math,Research support.,10/29/2024,DONE,F,Yes
S11558,Math,Officer recent certainly billion.,1/12/2025,Done ,C, 
S04979,History,Available.,10/22/2024,DONE,D,Yes
S09773,English,Central sea important.,9/13/2024,pending,F,No
S02103,Geography,Natural mother.,3/8/2025,done,A+,No
S11618,Math,Have research interview.,1/25/2025,not done,A+, 
S12118,Geography,Eye certainly.,9/10/2024,Not Done,A,No
S10545,History,Do.,1/5/2025, Done ,D, 
S09719,History,Fact dinner stop.,1/29/2025, not done ,B,No
S09592,Math,Capital message field.,9/25/2024,DONE,B, 
S03271,English,Little nothing total.,12/17/2024,Done,B-,No
S01159,History,Firm treatment.,1/24/2025, Done ,B-,No
S07105,Science,A.,12/5/2024,DONE,C-, 
S01127,Science,Number on money.,10/6/2024,NOT DONE,F, 
S06815,English,Myself old.,10/5/2024,Done ,A+,No
S11156,Arabic,Bad purpose dark.,11/26/2024,PENDING,B,Yes
S08503,Arabic,Over capital article.,2/9/2025,Not Done,C-,Yes
S04565,Science,Red drug yeah.,1/25/2025,Done,C-, 
S07793,English,Board mean physical.,12/19/2024,notdone,D,Yes
S04892,Arabic,Rock west.,12/28/2024,Not Done,A+,No
S10853,Arabic,Able class customer suggest.,11/4/2024,Pend,D,Yes
S00838,Science,Toward above stop.,2/13/2025,Done ,F,Yes
S04286,English,Item conference choose.,10/7/2024, pending ,F,No
S10144,Math,Bring will.,2/1/2025, Done ,A+,Yes
S03414,Math,Bed sport blue behavior.,11/9/2024,DONE,C, 
S08805,Arabic,Bit also like.,11/21/2024,PENDING,A,No
S00325,History,Ask despite financial.,3/4/2025,Pend,F, 
S03965,Arabic,Break improve address.,12/24/2024,notdone,B,No
S05848,Geography,Create single get.,9/11/2024,Done,C-,No
S00528,History,Civil.,12/26/2024,NOT DONE,A+,Yes
S02064,Math,Newspaper second school.,1/11/2025, not done ,A+, 
S05795,Science,For support stay.,2/13/2025,done,C,Yes
S11826,Geography,Site.,11/10/2024,notdone,B, 
S07856,History,Difference power.,11/26/2024,Done ,A+,No
S07902,Geography,Value give.,9/16/2024, Done ,D,Yes
S11317,Science,Pick military education.,1/17/2025,done,A+,Yes
S08820,Math,Front ability.,9/9/2024,Not Done,A,No
S06040,History,Become word.,9/21/2024,Done ,C-,No
S04693,English,Adult tend month.,11/18/2024,notdone,B-,Yes
S10332,Math,Act sing whatever.,11/5/2024,Not Done,F, 
S02724,Geography,Often prove.,2/1/2025,done,B,Yes
S04380,Math,Receive former.,12/3/2024,notdone,C,No
S02991,Science,Lay organization until.,2/18/2025,DONE,C-,No
S03973,Science,Picture executive despite.,9/15/2024, not done ,F, 
S05135,History,Film those deal.,1/2/2025,DONE,D, 
S10445,History,Low inside partner.,10/12/2024,Pending,A+, 
S11455,History,Rule.,12/19/2024, not done ,A+,Yes
S04624,Arabic,Model boy.,9/23/2024,pending,A, 
S11947,Geography,Car happen.,2/23/2025,PENDING,C-,No
S02494,Geography,Interest safe guess.,3/9/2025,PENDING,B-, 
S11336,History,Military themselves.,11/29/2024,Done ,D, 
S01191,Geography,Husband.,11/23/2024, pending ,D,No
S01823,English,Hair suggest but.,2/7/2025,notdone,A+,Yes
S11030,Science,Floor something.,9/11/2024,Pending,B,Yes
S12043,English,Forward very nearly.,10/12/2024,done,B-,No
S05808,Science,Thing land coach within.,12/29/2024,Done,B,Yes
S00681,Arabic,Find whole administration.,12/1/2024,notdone,B, 
S01371,Science,First girl skill while.,10/3/2024,NOT DONE,D,Yes
S03874,Science,Film budget.,3/2/2025,Done ,A+,No
S11789,History,New let.,10/24/2024,PENDING,A,Yes
S02242,Geography,Own above all plant.,10/20/2024,Pending,C,No
S08112,English,Forget cause.,12/31/2024, not done ,C-,Yes
S09914,English,Remain deal hand.,2/16/2025, not done ,C,No
S11361,Science,Join them seek.,9/11/2024,PENDING,F, 
S02427,Science,Teacher language.,12/9/2024,pending,D,No
S07560,History,Edge actually fund section.,11/11/2024,DONE,C-,Yes
S06554,Arabic,Country better less.,2/10/2025,Not Done,B, 
S00099,History,Party live.,12/11/2024, Done ,D,No
S03018,Math,Man street.,1/26/2025,Done,B-,No
S11933,Arabic,Produce black.,2/18/2025,notdone,F,No
S01701,Geography,Window hold.,9/14/2024,Done,A+,Yes
S11423,Geography,Though wear entire.,12/6/2024,Done,B, 
S04324,Arabic,Structure color.,12/9/2024,NOT DONE,B,No
S04712,Math,Type report.,11/21/2024, not done ,D, 
S11129,Arabic,Course turn.,2/13/2025,Done,A, 
S11809,Math,Result determine.,9/30/2024,NOT DONE,B,No
S09591,Math,Consider finish believe assume.,12/16/2024,done,C,No
S11485,English,Democrat.,1/10/2025,NOT DONE,F,No
S11800,English,Drug south contain.,3/7/2025,Done,A+, 
S00412,Math,Offer camera.,1/22/2025,Pending,A,No
S06961,English,Value thousand.,12/12/2024,Done ,B,Yes
S01746,English,Relationship state several.,11/7/2024, Done ,A, 
S07548,English,Fight site.,11/6/2024,Not Done,B,No
S09438,Science,During room view.,1/4/2025,Not Done,C, 
S04986,History,Fund federal.,12/30/2024,Done ,F,No
S05744,English,Contain shoulder respond.,10/6/2024, Done ,D,Yes
S06842,English,Risk last.,1/10/2025,notdone,B,Yes
S06006,Arabic,Law.,12/30/2024,notdone,D,Yes
S08318,Science,Have strategy.,1/18/2025,Not Done,A+,No
S04664,Geography,Blue bar both.,9/28/2024, not done ,C-,Yes
S08425,Math,Suffer although.,3/6/2025,done,C-,No
S05484,Science,Trouble century.,11/7/2024, not done ,A+,Yes
S03241,Math,Themselves.,1/13/2025,Done ,B-,No
S05649,Science,Bit result official.,1/27/2025,notdone,C-,Yes
S02159,Math,Cold bit too.,1/5/2025,not done,A,No
S00609,Math,Rock still.,12/22/2024,PENDING,F, 
S03548,Math,Sign describe.,1/1/2025, Done ,F,No
S07926,Geography,Boy director decade.,12/16/2024,NOT DONE,A+,Yes
S08874,Geography,Tend data.,10/25/2024,DONE,C-,Yes
S07315,Science,Oil go.,9/11/2024,done,B,No
S05827,History,Theory.,12/29/2024,not done,A+, 
S00975,Geography,Study economic.,2/9/2025,Done ,C-,No
S03762,History,Through democratic.,12/2/2024,Not Done,B,Yes
S00555,Math,Realize land difficult picture.,1/9/2025,done,C,Yes
S03683,Science,Space its.,1/18/2025,not done,B-, 
S08750,Geography,Environment form.,10/22/2024,Done ,D,Yes
S08614,Science,Must detail.,11/12/2024,Not Done,F,Yes
S01534,English,Reality traditional baby.,12/12/2024,notdone,B-,No
S03394,Math,Trouble decide single.,9/25/2024,done,C-,Yes
S11739,English,Free that never.,10/30/2024,PENDING,C-, 
S05623,History,This get.,12/2/2024,Not Done,C, 
S08999,Geography,True tough.,2/20/2025, pending ,A,No
S12061,Math,Senior.,10/15/2024,NOT DONE,D, 
S11141,Arabic,Wish actually no.,9/10/2024, not done ,F, 
S03254,History,Common real fly.,11/2/2024,done,C,Yes
S10130,Science,Start court.,1/24/2025,Done ,B,Yes
S02126,Geography,Get several.,3/9/2025,Done ,F, 
S02511,History,Out Mr anyone.,12/13/2024,done,B-, 
S00392,Arabic,Form tree.,11/2/2024,Done ,B-,Yes
S06525,History,Left forward.,9/20/2024,Done ,D, 
S10542,Geography,Party arm.,1/6/2025,not done,B, 
S04150,Science,Fill law.,11/29/2024,PENDING,A,Yes
S05444,English,On turn job today.,12/29/2024, not done ,A,Yes
S08331,Science,Guy best against on.,11/19/2024,Done ,B-, 
S03655,Math,Foot write.,2/9/2025,done,C-, 
S10840,History,House pick.,10/23/2024, pending ,C-, 
S07631,Science,Be actually leave.,2/12/2025,DONE,A+, 
S08085,Geography,His quite office.,11/29/2024,Done ,B-, 
S06546,English,Man forward.,10/29/2024,NOT DONE,B-, 
S00060,Geography,Debate question form.,9/25/2024, not done ,A+,Yes
S11620,English,Maybe according every.,1/5/2025,Pend,B,No
S05239,Geography,Professor night science.,9/20/2024, Done ,F,No
S09541,Math,The key.,10/18/2024,DONE,A,Yes
S02540,Geography,Along test continue.,10/16/2024,NOT DONE,B, 
S12015,Geography,Town really.,12/21/2024, Done ,C-,No
S02657,Geography,Toward lawyer nature.,2/17/2025,Done,A+,Yes
S08713,Arabic,Base us.,2/8/2025,Done,B, 
S03848,History,Value daughter box open.,12/9/2024,Done,C,No
S06905,English,Turn north.,2/28/2025,Done,D,No
S08673,English,Throughout pull.,10/30/2024, Done ,A+,No
S02902,History,Side now.,3/7/2025,not done,C, 
S11838,Math,Commercial of.,11/7/2024, Done ,D,No
S08511,Arabic,Admit the door.,9/14/2024,Done,F,No
S08663,History,Leader perform.,2/2/2025,Done ,C,No
S05897,Science,Perform interest Republican.,9/25/2024,NOT DONE,D, 
S03861,History,Another only source.,12/27/2024,notdone,A+,No
S08366,English,Make company.,12/4/2024,Done,C-,No
S08767,Math,Compare doctor.,2/27/2025,done,A,No
S03042,Arabic,Carry area.,2/24/2025,Done ,A+,No
S07484,Arabic,Fund ahead those.,3/8/2025,not done,A,No
S06310,History,Address allow.,10/4/2024,notdone,D,Yes
S02985,Math,Question prevent improve.,2/10/2025,Done ,A+,No
S02422,Geography,Reveal.,12/13/2024,PENDING,A,No
S01515,English,Program do.,9/16/2024,done,A+,No
S11118,Math,Be well scientist.,12/18/2024,Done,B, 
S09127,Geography,President much.,11/23/2024,Not Done,A+, 
S03261,Science,Mother wind summer.,1/27/2025,pending,B-, 
S00704,English,Care full attention.,2/12/2025,Pending,A+, 
S08476,English,Attention fund poor.,11/23/2024,Done ,A+,No
S05205,English,Wife stay down.,9/30/2024,notdone,A+,No
S00777,History,Evidence cut.,11/21/2024, Done ,D,Yes
S05979,History,Similar single word.,2/12/2025,PENDING,F,Yes
S03326,Arabic,Network will respond.,10/24/2024,done,F,Yes
S04999,Geography,Already become his.,2/16/2025,Done,C-,Yes
S06419,Geography,Data where instead.,1/18/2025,done,C-, 
S04268,Science,Few change.,2/25/2025, not done ,A, 
S08204,Math,Though herself dinner.,1/8/2025,DONE,B-, 
S10590,Arabic,Keep nice under.,2/15/2025,Done ,B,No
S09278,Math,Difficult letter teacher.,10/26/2024,NOT DONE,D,No
S04047,Math,Member.,2/28/2025, pending ,D,No
S08812,History,Cultural major line.,11/6/2024,DONE,A,No
S00716,History,Opportunity rock person protect.,2/16/2025,done,A+,No
S08984,Math,Finish series surface.,11/5/2024,Done ,C-,No
S10503,Arabic,Hope pull.,11/21/2024,pending,F,Yes
S10192,Arabic,Eye hand.,10/29/2024,DONE,B, 
S00100,Science,Six north be market.,11/29/2024, Done ,C-,Yes
S08622,History,Show population.,9/18/2024,done,B,No
S07549,Math,Exactly ball.,2/21/2025,notdone,C-,Yes
S03581,Arabic,Across current western successful.,1/28/2025, Done ,C-,Yes
S07596,History,Leave also.,9/20/2024, Done ,B-, 
S00222,Geography,Half different.,12/6/2024,notdone,F,Yes
S10502,Arabic,Soon board crime itself.,10/3/2024,done,A+, 
S01911,Math,Once.,12/30/2024,done,A,Yes
S07053,History,Specific want college.,11/28/2024,Not Done,D, 
S02913,Science,Play exactly decide.,10/27/2024,Done,D,Yes
S00006,Math,Establish ready foot.,1/30/2025,Pend,B-, 
S08894,History,He treatment sister color.,9/22/2024,Done ,D,Yes
S09148,Math,Wind responsibility put vote.,10/6/2024,DONE,B-,No
S03155,English,Able line write.,12/26/2024,Pending,D, 
S04791,Math,Suggest purpose.,1/16/2025, not done ,A+,Yes
S01467,Science,Indicate success common adult.,12/4/2024,Not Done,C,No
S09074,Arabic,Newspaper get any.,10/7/2024,done,F,Yes
S03388,History,Matter probably tough indeed.,9/30/2024,Pending,C-,Yes
S07368,Arabic,Create program training.,9/17/2024,pending,B,No
S11934,History,Several choice which.,11/7/2024,notdone,D,Yes
S11136,Geography,Thousand avoid explain.,10/30/2024,DONE,C,No
S07746,Science,Difference mouth drive.,2/13/2025,not done,D, 
S10870,Science,Us nor scene.,9/18/2024,done,F,Yes
S06844,Arabic,Quickly politics just.,2/2/2025,NOT DONE,D,No
S04961,Math,Up have.,11/25/2024, pending ,D, 
S05669,Arabic,Relate conference.,10/31/2024,Done ,A,Yes
S09189,Geography,No item.,9/29/2024,Done ,F, 
S03059,Math,Join woman.,2/15/2025,PENDING,D,No
S07137,English,Friend.,2/23/2025,notdone,D,Yes
S02295,Arabic,Hope speech part.,1/16/2025,PENDING,A, 
S09262,Geography,Leg school.,2/5/2025,PENDING,A,No
S05051,History,Once recognize class.,10/25/2024, not done ,B,No
S04726,History,If partner begin.,1/15/2025,NOT DONE,B-, 
S08472,Geography,Kitchen toward.,3/8/2025,Done ,C, 
S10287,History,Matter fine.,10/7/2024,Done,D,Yes
S01527,Arabic,Space.,10/28/2024,Done,B-,Yes
S05911,English,Heart again image.,1/31/2025,Done ,A+, 
S11148,Arabic,Center lead.,10/20/2024,not done,F, 
S08173,Science,Possible focus certain.,12/27/2024,Pend,B-, 
S02137,Geography,Off end try compare.,1/7/2025,Pend,D, 
S01539,History,Add position.,2/16/2025,Done ,A+,No
S09452,Geography,Clear letter third wide.,9/10/2024,not done,B, 
S04904,Math,Computer street.,3/2/2025, Done ,C, 
S07034,English,Born wrong finish.,11/2/2024,DONE,C,Yes
S01182,Science,Most tend young.,10/29/2024,done,B-,Yes
S05636,Arabic,Machine.,3/2/2025,pending,B,Yes
S00352,Science,Population focus manager.,2/25/2025, Done ,C-,Yes
S10221,Science,Partner magazine industry.,10/21/2024,not done,F,No
S03109,Math,Paper.,9/30/2024, not done ,D, 
S10859,Arabic,Letter which.,2/26/2025,Done ,C, 
S00461,English,Thousand western second.,11/6/2024,Done ,B-,No
S02366,Science,Indeed officer now.,11/7/2024,Done ,C,Yes
S01699,Science,Buy himself piece.,10/9/2024,done,B,No
S10900,History,Cold not clear.,12/19/2024, not done ,F,Yes
S05557,History,Away sense season guy.,9/17/2024,NOT DONE,F, 
S09375,Arabic,Lawyer range.,1/17/2025, Done ,C-,No
S02708,Math,Join suffer.,2/2/2025,Done,A+,Yes
S04869,Geography,Indicate nation.,11/26/2024,notdone,A,Yes
S00510,History,Benefit.,12/11/2024,notdone,B,No
S10422,English,Civil pretty.,12/7/2024,Done ,F,Yes
S09500,Geography,Strong draw.,2/23/2025,Pend,D,No
S09919,Geography,Him ball.,9/9/2024,Done ,B-,No
S00448,Science,Those such.,12/20/2024,DONE,B, 
S00884,Math,Today response.,11/13/2024,Pending,B-,No
S02459,Geography,Father beat sing.,12/8/2024,Done ,B-, 
S10982,English,Determine.,11/6/2024,Done ,C-,Yes
S08457,Math,Reason character.,2/14/2025,PENDING,B-,No
S04916,Geography,College citizen.,12/22/2024,Done,B,No
S09218,Math,Wide party mission.,12/11/2024,DONE,B,No
S06261,Math,Bit ground simple certain.,10/3/2024, Done ,A+,No
S06171,Geography,Various performance.,2/12/2025,DONE,A+,Yes
S05860,History,City spring opportunity article.,12/9/2024,done,B-,No
S04896,Geography,Social note.,11/5/2024,not done,A,Yes
S06489,Geography,Chance commercial.,12/9/2024,Not Done,B-, 
S11593,Math,Establish several cover.,1/24/2025,Done,C-,Yes
S11138,History,More top.,12/26/2024,DONE,B-,No
S04379,Geography,News style only new.,12/29/2024,Not Done,C,Yes
S02295,Geography,Threat now rich me.,12/4/2024,Done ,B-, 
S03675,Geography,Issue election special.,1/5/2025,Done ,C,No
S05191,History,Right onto.,9/10/2024,NOT DONE,D, 
S06727,Math,Ready within.,10/25/2024, not done ,F,No
S02439,Geography,Detail catch rule.,9/16/2024,Not Done,A+,No
S10370,Geography,Street cultural.,12/6/2024, Done ,D,Yes
S03792,History,Vote find.,11/24/2024,Done ,D,No
S08602,History,Baby dog size.,2/3/2025, Done ,C-,Yes
S10417,Arabic,Feeling collection.,1/8/2025,NOT DONE,F, 
S08632,Math,Question learn.,2/22/2025,Not Done,D,Yes
S06090,Arabic,Pick test.,12/22/2024,Done ,A+,No
S05350,Geography,Of method rather.,9/23/2024,Pend,A, 
S03200,Geography,Tough return cup husband.,2/3/2025,PENDING,D,No
S01660,English,Grow.,1/16/2025,Done ,A+, 
S03558,Science,Too region.,12/26/2024,not done,B,No
S06323,Science,His everyone.,12/15/2024, not done ,C,Yes
S01211,Math,Cut street capital.,10/27/2024,Done ,D, 
S08478,Science,Get member claim.,10/1/2024,Pending,C,Yes
S06675,English,Short anything.,9/13/2024,DONE,A,No
S11289,Arabic,Page.,12/31/2024,Done ,C-, 
S08550,History,Possible we.,1/7/2025,DONE,A+, 
S01386,History,Their standard bring country.,1/14/2025,Done ,C, 
S11484,Geography,Fish past.,10/28/2024,Pending,B,Yes
S01721,Science,Dinner itself agreement.,9/9/2024,PENDING,D, 
S05246,Science,His church kid.,12/31/2024,Not Done,C-,No
S03296,Arabic,Treatment forward when.,2/2/2025,not done,A,Yes
S03344,Science,Moment effect through.,1/23/2025,DONE,A,Yes
S00450,English,Team light baby.,12/25/2024,Done,B-,No
S09244,History,Bit hear think.,9/14/2024, not done ,C-,No
S00742,Science,Increase create support.,1/4/2025,Done ,B, 
S08089,Science,Bad production boy.,11/16/2024,DONE,F,Yes
S05567,Arabic,Former education.,12/17/2024, Done ,A+,Yes
S06509,Geography,Record huge.,11/6/2024,notdone,D, 
S04885,History,Investment four bag make.,11/11/2024,NOT DONE,C-,No
S00810,Math,Government.,3/7/2025,Done,B-,Yes
S10741,Arabic,Short plan.,10/15/2024,NOT DONE,D,Yes
S02712,Math,Real admit stand.,10/24/2024,notdone,A, 
S09833,English,Standard agency reduce.,9/20/2024,DONE,D,Yes
S06560,History,To use.,10/10/2024,done,D,No
S06040,Math,Send president when.,1/3/2025, not done ,A, 
S04698,Arabic,Glass case century.,10/29/2024,not done,C-,Yes
S07632,History,According month.,12/27/2024,notdone,B,No
S06184,History,Another beat again.,10/1/2024,Done ,D,No
S02512,Math,Street new floor.,9/13/2024, pending ,C, 
S01637,Math,Ball body go.,2/28/2025,DONE,C, 
S08153,Math,Education church arm.,1/26/2025,notdone,F, 
S02703,History,Against huge form.,10/15/2024,Done ,A,No
S03108,Science,Bad within.,10/9/2024,done,F,No
S04947,Math,Four whether.,11/17/2024,not done,C-, 
S01060,Science,Dark third.,12/25/2024,PENDING,C,No
S08271,Arabic,Catch organization.,10/19/2024,NOT DONE,B,No
S05636,History,Change top evidence.,2/15/2025,PENDING,A+,No
S04425,History,Buy.,10/21/2024,DONE,D,Yes
S10781,Math,Tv serve.,1/23/2025,Done,A+, 
S09541,Math,Study other buy sort.,11/10/2024,Done ,B-,No
